a_id,a_text,q_id,score
49-q_48,First you need to select the object to arrange. Then go to the Drawing group of the home tab and click arrange. The dropdown arrange menu will provide a variety of options to choose from. Now you can arrange the figures in My shapes to match the figures in My Shapes: Moved.,q_48,incorrect
52-q_48,We should go to > Home tab > Drawing > Arrange> Group Object> Allign Middle .,q_48,incorrect
53-q_48,Select all the shapes > Home Tab > Arrange > Group. Then select the group of shapes > Home tab > Arrange > Align > Align Center.,q_48,incorrect
54-q_48,Select all 3 shapes by holding control and clicking on the shapes click drawing tools (shapes) format tab click align click align to slide click align again click distribute horizontally.,q_48,correct
56-q_48,Select all three shapes in Figure X by clicking and holding the Control button on the keyboard and clicking on each of the shapes Click the Drawing Tools:Format Tab Click the Align button Click 'Align to Slide' Click the Align button again Click 'Distribute Horizontally'.,q_48,correct
59-q_48,In order to move the shapes you firstly need to highlight all of the shapes. Afterwards click on the Drawing Tools (shape) Format Tab then click on the align button then click on align to slide. Afterwards click the align button again and press on distribute horizontally.,q_48,correct
65-q_48,In order to do what you did in Figure X to make it look like Figure X you would need to press on the middle icon and press 'align center' this will position it to your liking in the center,q_48,incorrect
67-q_48,To do so first Select all the shapes by clicking on them while you'r holding the Control button on the keyboard --> Click the Drawing Tools Format Tab --> Click the Align button --> Click Align to Slide then Click the Align button again but this time Click Distribute Horizontally .,q_48,correct
68-q_48,No answer was provided,q_48,incorrect
72-q_48,Select all the 3 shapes by clicking and holding the Control button on the keyboard and clicking on each of the shapes > Click the Drawing Tools (Shape) Format Tab > Click the Align button > Click Align to Slide > Click the Align button again > Click 'Distribute Horizontally .,q_48,correct
73-q_48,Select all the 3 shapes by clicking and holding the Control button on the keyboard and clicking on each of the shapes >Click the Drawing Tools (Shape) Format Tab > Click the Align button > Click Align to Slide >Click the Align button again > Click Distribute Horizontally .,q_48,correct
79-q_48,No answer was provided,q_48,incorrect
7-q_48,Select all the 3 shapes by clicking and holding the Control button on the keyboard and clicking on each of the shapes Click the Drawing Tools (Shape) Format Tab -> Click the Align button -> Click Align to Slide -> Click the Align button again -> Click Distribute Horizontally .,q_48,correct
84-q_48,In order to get all shapes to be positioned in this specific way you must click on home then click on arrange and click on distribute horizontally.,q_48,correct
85-q_48,To move the shapes in Figure X to match the arrangement in Figure X using the 'Drawing Tools (Shape) Format' tab select all the shapes then go to the 'Arrange' group and use the 'Align' option to 'Distribute Horizontally' to ensure even spacing between the shapes along the horizontal axis. If needed you can further adjust the vertical spacing by selecting 'Distribute Vertically' from the same menu to achieve the desired positioning.,q_48,correct
86-q_48,You can do it by select all shape and go to the Drawing Tools (Shape) Format Tab click Arrange in position Objects click Align select Align Center. Then you will move the shapes in Figure X to Figure X),q_48,incorrect
8-q_48,click on the 'arrange' button in the drawing tools tab. under drop down menu select 'align' and move the cube to the right side of the slide and repeat it for the diamond shape. Therefore both objects will be aligned to the desired position like in Figure X),q_48,incorrect
91-q_48,cltr then click on the shapes then go to format then arrange -> then aligin -> then click distribute horizontaly,q_48,correct
94-q_48,select all the shapes -> select 'home' tab -> select the 'arrange' option -> select the Align button -> select Align to Slide -> Click the Align button again -> select Distribute Horizontally .,q_48,correct
99-q_48,To change the shapes in Figure X to Figure X you can click on the arrange option in the home tab then drag your cursor down to align where you can choose to align the object in the center left or right,q_48,incorrect
9-q_48,Select all shapes by clicking and holding the Control Button on the keyboard and clicking on each of shapes. click the Alignbutoon from the Drawing Tools Format tab. then click on Align to slide and click the align button again and click DistributeHorizontally.,q_48,correct
107-q_59,It would be to click on the image to view an icon on the right of the image > Click on the blue Layout Options icon then click on the picture under I n Line with Text.,q_59,incorrect
109-q_59,The difference between the layout is in the number of columns: while the My Text Layout: Before image has 2 columns the My Text Layout: After image has 3 columns. To change the layout to the one shown on the My Text Layout: After image you could select the entire text in the document click on the Layout tab click the Column arrow click the More Columns... option and then type the number 3 next to Number of Columns .,q_59,correct
117-q_59,The layout in the 'after image there are 3 text columns. To change the layout to the one shown in the 'after' you should select the entire Word document then select the column option found in the layout tab choose the option that says more columns and enter the number 3 in the box labeled number of columns.,q_59,correct
122-q_59,Locate the text that you want to change the layout for. This can be a paragraph or a specific section of text. Highlight the text that you want to change the layout for. Go to the 'Layout' tab in the Word ribbon. This tab contains options related to text layout including alignment margins and spacing. In the 'Layout' tab you can adjust the text alignment margins and other layout settings to achieve the desired layout. To change the text alignment you can use the alignment buttons (left-align center-align right-align or justified). To change margins you can click on the 'Margins' option and select from predefined margin settings or customize your own. Make the necessary changes to the text layout based on your requirements.,q_59,incorrect
134-q_59,You can do so by selecting the entire text then clicking on the layout click on the column tabs and select 3 columns.,q_59,correct
13-q_59,You get the result in Figure X by clicking the layout section in the ribbon bar and clicking on columns and then clicking on three.,q_59,correct
159-q_59,Select the text that you want> click Layout tab> Page setup group> Click Column button> Select More column option> type the number next to Number of Column.,q_59,incorrect
179-q_59,The difference between these layouts is the number of coloumns. To make this change you should select the entire text click on the layout tab click the coloumn arrow more coloumns option and then type number 4 near number of coloumns.,q_59,incorrect
180-q_59,The difference between the two pictures is the amount of colomns the text has. To change that we need to select all the text in the document either highlighht them all or press command+A (for a mac) or Control+A (for a microsoft os) -> then go to layout tab -> press colomns-> it will then give you dropdown menu that says one two three etc. you wiull then choose Three .,q_59,correct
196-q_59,To change the text layout in picture  to the one in picture  you select all the text then go to Layout>Colomns and then select Three.,q_59,correct
200-q_59,Layout >click columns and select the columns number you want.,q_59,incorrect
210-q_59,You should click on the columns button which is located under the layout tab. Figure X is currently set in the layout of two columns and in order to get Figure X you would have to click 'three' within the columns subsection which should be directly under the two columns button.,q_59,correct
215-q_59,You select all of the text click on the layout buttonthen click on the columns and change it from 2 to 3.,q_59,correct
216-q_59,select the entire text in the document click on the Layout tab click the Colum narrow click the More Columns... option and then type the number 3 next to Number of Columns .,q_59,correct
29-q_59,Click layout then columns to go from Figure X to Figure X),q_59,incorrect
41-q_59,Inside a word document navigate to the layout tab and there you will find columns. Given the example select 'three' to illustrate 'Figure X: My Text Layout: After'.,q_59,correct
46-q_59,The difference between the layout is in the number of columns: while the My Text Layout: Before image has 2 columns the My Text Layout After image has 4 columns. To change the layout to the one shown on the My Text Layout: After image you could select the entire text in the document click on the Layout tab click the Column arrow click the More Columns... for an option and then type the number 4 next to Number of Columns .,q_59,incorrect
57-q_59,Select what paragraphs you want to change then go to layout and columns and click 3 columns instead of 2),q_59,correct
112-q_72,We should select Layout>Breaks>Column Break.,q_72,incorrect
116-q_72,you can go to the tabstop option to change the layout,q_72,incorrect
12-q_72,To change the layout to the one shown on the My Text Layout: After image you should select the entire text in the document --> Next click on the Layout tab --> Then click the Column arrow --> Then click the More Columns... option and finaly type the number 3 next to Number of Columns .,q_72,incorrect
131-q_72,The difference between the layout is in the number of columns: while the 'My Text Layout: Before image has 2 columns the My Text Layout: After image has 3 columns. To change the layout to the one shown on the My Text After image you could select the entire text in the document click on the Layout tab click the Column arrow click the More Columns... option and then type the number 3 next to Number of Columns .,q_72,incorrect
146-q_72,Go to layout and click columns. Since these are 4 columns click more columns. Click the number of columns you want.,q_72,correct
148-q_72,Columns can help fit more text. Right-click the text-containing shape or text box's edge. Choose Format Shape from the shortcut menu. Select Text Box from the dialog box's left pane. Choose the desired option from the Text direction selection under Text layout.,q_72,incorrect
209-q_72,You should click Layout>Columns and select the number of columns you would like.,q_72,incorrect
217-q_72,You can click Page Layout and change the amount of text columns you want (in this case it is 4.),q_72,correct
219-q_72,Go to layout tab columns then select which column you want.,q_72,incorrect
36-q_72,click entire text in the doc then click layout tab then click column arrow then more columns then click number 4.,q_72,correct
39-q_72,No answer was provided,q_72,incorrect
42-q_72,No answer was provided,q_72,incorrect
47-q_72,you can go into the layout tab and press on columns. In the more column section you can add more columns.,q_72,incorrect
4-q_72,The difference between the layout is in the number of columns: while the 'My Text Layout: Before' image has 1 columns the 'My Text Layout: After' image has 4 columns. To change the layout to the one shown on the My Text Layout: After' image we can select the entire text in the document click on the Layout tab click the Column arrow click the 'More Columns...' option and then type the number 4 next to 'Number of Columns'.,q_72,correct
6-q_72,Save button on the Quick Access Toolbar or click Ctrl + S.,q_72,incorrect
72-q_72,The difference between the layout is in the number of columns: while the My Text Layout: Before image has 2 columns the My Text Layout: After image has 4 columns. To change the layout to the one shown on the My Text Layout: After image you could select the entire text in the document click on the Layout tab click the Column arrow click the More Columns... option and then type the number 4 next to Number of Columns .,q_72,correct
8-q_72,Place cursor on where you want the text to start. Then go to layout-->Columns--> select more columns (to separate the text into four columns),q_72,correct
105-q_53,No answer was provided,q_53,incorrect
120-q_53,You need to select the paragraph click on home tab click the borders arrow either click the 'outside borders' option or 'borders and shading' option and in the dialog box that opens click 'box' and lastly 'OK'.,q_53,correct
143-q_53,Cick on the Paragraph > Home Tab > Click on Center it,q_53,incorrect
160-q_53,Select the paragraph you want to format as a block quote and then on the Home tab click the Increase Indent button (it has a right arrow icon) which will increase the left indent and create a block formatting style for the paragraph the 'Increase Indent' button allows you to quickly increase the left indent and format paragraphs as block quotes.,q_53,incorrect
168-q_53,No answer was provided,q_53,incorrect
178-q_53,This can be changed by going to the home tab clicking the borders arrow and clicking outside borders option. Home tab-> Borders-> Outside Borders,q_53,correct
182-q_53,Go to insert click on table then insert table.,q_53,correct
184-q_53,highlight the sentence then after this hover over home press on borders and after this press on the pop up menu on the right and finally press all borders.,q_53,correct
187-q_53,You would press the theme fonts.,q_53,incorrect
18-q_53,Highlight Text > Click on the dropdown on the border button in the paragraph section > Click on all borders,q_53,correct
196-q_53,To change the paragraph you should select the paragraph and then click on the Home Tab. Then you click on the borders arrow and click on the 'Outside Borders' option and in the dialog box that opens click 'Box' and lastly click OK.,q_53,correct
20-q_53,Select the paragraph - Click the Home Tab - Click the home tab - Click the Bullets button to change the paragraph into a bulleted list.,q_53,incorrect
213-q_53,Select the paragraph Click the Home Tab Click the Center button.,q_53,incorrect
216-q_53,Select the text at home select borders and select all borders.,q_53,correct
32-q_53,Highlight the text choose borders > all borders.,q_53,correct
41-q_53,First select the paragraph then navigate to the home tab click borders arrow click outside borders and given the example click 'box'.,q_53,correct
55-q_53,We need to place the sentence in a table with borders. Insert a table via the 'Insert' tab type or paste your sentence into a cell and format the borders using the 'Table Design' tab to customize the appearance of the table.,q_53,correct
60-q_53,First you select the entire paragraph. Then you would click the insert tab and then click the text box menu and click draw text box option.,q_53,correct
61-q_53,The button you click is the table design button and click on the specific table.,q_53,correct
68-q_53,After selecting the paragraph go to the Home tab in the Word ribbon at the top of the screen. In the Paragraph group you will find several formatting options. To change the paragraph to the following format.,q_53,incorrect
100-q_1,Select the shape - Click the Drawing Tools (Shape) Format- Click the Position button- Click 'Position in Top Center with Square Wrapping',q_1,correct
101-q_1,You can click on format then select position. There you may select position on top centre.,q_1,correct
102-q_1,First I will click the oval and then click the Drawings Tools (Shape) Format. After I will select position button and click position in top center with square wrapping.,q_1,correct
103-q_1,Click on oval shape > Click on Drawing tools (Shape) > Format > Click to align shape to the top of the page,q_1,correct
106-q_1,You must select the shape click the drawing tools (shape) format then click the position button which you will then click the position in top center with the square wrapping which will give you the after image of Figure X),q_1,correct
112-q_1,We can select the shape click the Drawing Tools (Shape) Format click the Position button and click Position in Top Center with Square Wrapping.,q_1,correct
113-q_1,Move the mouse to the line and your mouse will became something like + then you can drag it to anywhere you want.,q_1,incorrect
115-q_1,First Click on the oval shape Go to drawing tools format In the arrange group you can Choose the preferred position and Alignment.,q_1,incorrect
11-q_1,You will first select the shape and then click the 'Drawing Tools (Shape) Format' After that you will click on the Position button and then click on the Position in Top Center with Square Wrapping option thereby changing the position of the shape from 'Added Oval Shape' to 'Moved Oval Shape.',q_1,correct
120-q_1,First you need to select the shape click the drawing tools (shape) format click on the position button click 'Position in top center with square wrapping'.,q_1,correct
121-q_1,After selecting the shape you click the drawing tools format and after that click the shape position and select the one that puts the oval on the top.,q_1,correct
